Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Power(W),Power Score,Sun Score
00:46:20,4.6820,1.9869,7.2210,1.5404,34.43,31.22,0.0,9.3,93.0,0.0
00:46:30,4.6820,1.9873,7.2468,1.5459,34.55,31.33,0.0,9.3,93.0,0.0
00:46:40,4.6830,1.9875,7.2727,1.5514,34.67,31.44,0.0,9.31,93.1,0.0
00:46:50,4.6830,1.9865,7.2985,1.5569,34.80,31.56,0.0,9.3,93.0,0.0
00:47:00,4.6840,1.9870,7.3244,1.5625,34.92,31.67,0.0,9.31,93.1,0.0
00:47:10,4.6840,1.9871,7.3502,1.5680,35.04,31.78,0.0,9.31,93.1,0.0
00:47:20,4.6840,1.9877,7.3761,1.5735,35.17,31.89,0.0,9.31,93.1,0.0
00:47:30,4.6840,1.9882,7.4019,1.5790,35.29,32.00,0.0,9.31,93.1,0.0
00:47:40,4.6830,1.9877,7.4278,1.5845,35.41,32.11,0.0,9.31,93.1,0.0
00:47:50,4.6830,1.9877,7.4537,1.5901,35.54,32.23,0.0,9.31,93.1,0.0
00:48:00,4.6840,1.9879,7.4795,1.5956,35.66,32.34,0.0,9.31,93.1,0.0
00:48:10,4.6840,1.9878,7.5054,1.6011,35.78,32.45,0.0,9.31,93.1,0.0
00:48:20,4.6840,1.9884,7.5313,1.6066,35.91,32.56,0.0,9.31,93.1,0.0
00:48:30,4.6830,1.9877,7.5571,1.6122,36.03,32.67,0.0,9.31,93.1,0.0
00:48:40,4.6820,1.9878,7.5830,1.6177,36.15,32.79,0.0,9.31,93.1,0.0
00:48:50,4.6820,1.9874,7.6088,1.6232,36.28,32.90,0.0,9.31,93.1,0.0
00:49:00,4.6820,1.9872,7.6347,1.6287,36.40,33.01,0.0,9.3,93.0,0.0
00:49:10,4.6820,1.9872,7.6605,1.6342,36.52,33.12,0.0,9.3,93.0,0.0
00:49:20,4.6820,1.9866,7.6863,1.6398,36.65,33.23,0.0,9.3,93.0,0.0
00:49:30,4.6820,1.9874,7.7122,1.6453,36.77,33.35,0.0,9.31,93.1,0.0
00:49:40,4.6820,1.9868,7.7380,1.6508,36.89,33.46,0.0,9.3,93.0,0.0
00:49:50,4.6830,1.9868,7.7639,1.6563,37.02,33.57,0.0,9.3,93.0,0.0
00:50:00,4.6820,1.9874,7.7897,1.6618,37.14,33.68,0.0,9.31,93.1,0.0
00:50:10,4.6820,1.9873,7.8156,1.6674,37.26,33.79,0.0,9.3,93.0,0.0
00:50:20,4.6830,1.9879,7.8414,1.6729,37.39,33.90,0.0,9.31,93.1,0.0
00:50:30,4.6830,1.9878,7.8673,1.6784,37.51,34.02,0.0,9.31,93.1,0.0
00:50:40,4.6840,1.9873,7.8931,1.6839,37.63,34.13,0.0,9.31,93.1,0.0
00:50:50,4.6840,1.9875,7.9190,1.6894,37.76,34.24,0.0,9.31,93.1,0.0
00:51:00,4.6840,1.9879,7.9449,1.6950,37.88,34.35,0.0,9.31,93.1,0.0
00:51:10,4.6840,1.9875,7.9707,1.7005,38.00,34.46,0.0,9.31,93.1,0.0
00:51:20,4.6840,1.9877,7.9966,1.7060,38.13,34.58,0.0,9.31,93.1,0.0
00:51:30,4.6830,1.9877,8.0224,1.7115,38.25,34.69,0.0,9.31,93.1,0.0
00:51:40,4.6830,1.9869,8.0483,1.7170,38.37,34.80,0.0,9.3,93.0,0.0
00:51:50,4.6820,1.9876,8.0741,1.7226,38.50,34.91,0.0,9.31,93.1,0.0
00:52:00,4.6830,1.9878,8.1000,1.7281,38.62,35.02,0.0,9.31,93.1,0.0
00:52:10,4.6820,1.9877,8.1258,1.7336,38.74,35.14,0.0,9.31,93.1,0.0
00:52:20,4.6820,1.9873,8.1517,1.7391,38.87,35.25,0.0,9.3,93.0,0.0
00:52:30,4.6820,1.9876,8.1775,1.7446,38.99,35.36,0.0,9.31,93.1,0.0
00:52:40,4.6820,1.9872,8.2034,1.7502,39.11,35.47,0.0,9.3,93.0,0.0
00:52:50,4.6820,1.9873,8.2292,1.7557,39.24,35.58,0.0,9.3,93.0,0.0
00:53:00,4.6820,1.9873,8.2551,1.7612,39.36,35.70,0.0,9.3,93.0,0.0
00:53:10,4.6820,1.9870,8.2809,1.7667,39.48,35.81,0.0,9.3,93.0,0.0
00:53:20,4.6810,1.9873,8.3068,1.7722,39.61,35.92,0.0,9.3,93.0,0.0
00:53:30,4.6810,1.9873,8.3326,1.7778,39.73,36.03,0.0,9.3,93.0,0.0
00:53:40,4.6820,1.9870,8.3584,1.7833,39.85,36.14,0.0,9.3,93.0,0.0
00:53:50,4.6810,1.9873,8.3843,1.7888,39.97,36.25,0.0,9.3,93.0,0.0
00:54:00,4.6810,1.9867,8.4101,1.7943,40.10,36.37,0.0,9.3,93.0,0.0
00:54:10,4.6820,1.9874,8.4360,1.7998,40.22,36.48,0.0,9.31,93.1,0.0
00:54:20,4.6810,1.9870,8.4618,1.8054,40.34,36.59,0.0,9.3,93.0,0.0
00:54:30,4.6810,1.9871,8.4876,1.8109,40.47,36.70,0.0,9.3,93.0,0.0
00:54:40,4.6810,1.9869,8.5135,1.8164,40.59,36.81,0.0,9.3,93.0,0.0
00:54:50,4.6810,1.9874,8.5393,1.8219,40.71,36.93,0.0,9.3,93.0,0.0
00:55:00,4.6810,1.9876,8.5652,1.8274,40.84,37.04,0.0,9.3,93.0,0.0
00:55:10,4.6810,1.9870,8.5910,1.8330,40.96,37.15,0.0,9.3,93.0,0.0
00:55:20,4.6800,1.9871,8.6168,1.8385,41.08,37.26,0.0,9.3,93.0,0.0
00:55:30,4.6800,1.9870,8.6427,1.8440,41.21,37.37,0.0,9.3,93.0,0.0
00:55:40,4.6800,1.9880,8.6685,1.8495,41.33,37.49,0.0,9.3,93.0,0.0
00:55:50,4.6810,1.9870,8.6943,1.8550,41.45,37.60,0.0,9.3,93.0,0.0
00:56:00,4.6810,1.9873,8.7202,1.8606,41.58,37.71,0.0,9.3,93.0,0.0
00:56:10,4.6810,1.9870,8.7460,1.8661,41.70,37.82,0.0,9.3,93.0,0.0
00:56:20,4.6800,1.9873,8.7718,1.8716,41.82,37.93,0.0,9.3,93.0,0.0
00:56:30,4.6790,1.9878,8.7977,1.8771,41.95,38.04,0.0,9.3,93.0,0.0
00:56:40,4.6790,1.9872,8.8235,1.8826,42.07,38.16,0.0,9.3,93.0,0.0
00:56:50,4.6790,1.9871,8.8493,1.8882,42.19,38.27,0.0,9.3,93.0,0.0
00:57:00,4.6780,1.9870,8.8752,1.8937,42.32,38.38,0.0,9.3,93.0,0.0
00:57:10,4.6780,1.9874,8.9010,1.8992,42.44,38.49,0.0,9.3,93.0,0.0
00:57:20,4.6780,1.9877,8.9268,1.9047,42.56,38.60,0.0,9.3,93.0,0.0
00:57:30,4.6780,1.9870,8.9526,1.9103,42.68,38.72,0.0,9.3,93.0,0.0
00:57:40,4.6790,1.9869,8.9785,1.9158,42.81,38.83,0.0,9.3,93.0,0.0
00:57:50,4.6790,1.9874,9.0043,1.9213,42.93,38.94,0.0,9.3,93.0,0.0
00:58:00,4.6790,1.9869,9.0301,1.9268,43.05,39.05,0.0,9.3,93.0,0.0
00:58:10,4.6790,1.9883,9.0560,1.9323,43.18,39.16,0.0,9.3,93.0,0.0
00:58:20,4.6790,1.9871,9.0818,1.9379,43.30,39.28,0.0,9.3,93.0,0.0
00:58:30,4.6790,1.9870,9.1076,1.9434,43.42,39.39,0.0,9.3,93.0,0.0
00:58:40,4.6790,1.9874,9.1334,1.9489,43.55,39.50,0.0,9.3,93.0,0.0
00:58:50,4.6790,1.9874,9.1593,1.9544,43.67,39.61,0.0,9.3,93.0,0.0
00:59:00,4.6800,1.9873,9.1851,1.9599,43.79,39.72,0.0,9.3,93.0,0.0
00:59:10,4.6800,1.9874,9.2109,1.9655,43.92,39.83,0.0,9.3,93.0,0.0
00:59:20,4.6800,1.9874,9.2368,1.9710,44.04,39.95,0.0,9.3,93.0,0.0
00:59:30,4.6800,1.9872,9.2626,1.9765,44.16,40.06,0.0,9.3,93.0,0.0
00:59:40,4.6800,1.9873,9.2884,1.9820,44.29,40.17,0.0,9.3,93.0,0.0
00:59:50,4.6800,1.9872,9.3143,1.9875,44.41,40.28,0.0,9.3,93.0,0.0
01:00:00,4.6800,1.9872,9.3401,1.9931,44.53,40.39,0.0,9.3,93.0,0.0
01:00:10,4.6800,1.9873,9.3659,1.9986,44.66,40.51,0.0,9.3,93.0,0.0
01:00:20,4.6800,1.9872,9.3918,2.0041,44.78,40.62,0.0,9.3,93.0,0.0
01:00:30,4.6800,1.9868,9.4176,2.0096,44.90,40.73,0.0,9.3,93.0,0.0
01:00:40,4.6800,1.9871,9.4434,2.0151,45.02,40.84,0.0,9.3,93.0,0.0
01:00:50,4.6800,1.9875,9.4693,2.0207,45.15,40.95,0.0,9.3,93.0,0.0
01:01:00,4.6800,1.9874,9.4951,2.0262,45.27,41.07,0.0,9.3,93.0,0.0
01:01:10,4.6800,1.9876,9.5210,2.0317,45.39,41.18,0.0,9.3,93.0,0.0
01:01:20,4.6790,1.9879,9.5468,2.0372,45.52,41.29,0.0,9.3,93.0,0.0
01:01:30,4.6790,1.9877,9.5726,2.0427,45.64,41.40,0.0,9.3,93.0,0.0
01:01:40,4.6790,1.9872,9.5985,2.0483,45.76,41.51,0.0,9.3,93.0,0.0
01:01:50,4.6780,1.9876,9.6243,2.0538,45.89,41.62,0.0,9.3,93.0,0.0
01:02:00,4.6780,1.9867,9.6501,2.0593,46.01,41.74,0.0,9.29,92.9,0.0
01:02:10,4.6770,1.9861,9.6759,2.0648,46.13,41.85,0.0,9.29,92.9,0.0
01:02:20,4.6770,1.9873,9.7017,2.0703,46.26,41.96,0.0,9.29,92.9,0.0
01:02:30,4.6770,1.9871,9.7275,2.0759,46.38,42.07,0.0,9.29,92.9,0.0
01:02:40,4.6770,1.9872,9.7533,2.0814,46.50,42.18,0.0,9.29,92.9,0.0
01:02:50,4.6760,1.9870,9.7792,2.0869,46.63,42.30,0.0,9.29,92.9,0.0
01:03:00,4.6750,1.9873,9.8050,2.0924,46.75,42.41,0.0,9.29,92.9,0.0
01:03:10,4.6750,1.9871,9.8308,2.0979,46.87,42.52,0.0,9.29,92.9,0.0
01:03:20,4.6750,1.9870,9.8566,2.1035,46.99,42.63,0.0,9.29,92.9,0.0
01:03:30,4.6750,1.9871,9.8824,2.1090,47.12,42.74,0.0,9.29,92.9,0.0
01:03:40,4.6750,1.9876,9.9082,2.1145,47.24,42.86,0.0,9.29,92.9,0.0
01:03:50,4.6750,1.9871,9.9340,2.1200,47.36,42.97,0.0,9.29,92.9,0.0
01:04:00,4.6750,1.9869,9.9598,2.1255,47.49,43.08,0.0,9.29,92.9,0.0
01:04:10,4.6750,1.9865,9.9856,2.1311,47.61,43.19,0.0,9.29,92.9,0.0
01:04:20,4.6750,1.9882,10.0114,2.1366,47.73,43.30,0.0,9.29,92.9,0.0
01:04:30,4.6760,1.9868,10.0372,2.1421,47.86,43.41,0.0,9.29,92.9,0.0
01:04:40,4.6770,1.9874,10.0630,2.1476,47.98,43.53,0.0,9.3,93.0,0.0
01:04:50,4.6780,1.9866,10.0889,2.1531,48.10,43.64,0.0,9.29,92.9,0.0
01:05:00,4.6780,1.9883,10.1147,2.1587,48.23,43.75,0.0,9.3,93.0,0.0
01:05:10,4.6790,1.9872,10.1405,2.1642,48.35,43.86,0.0,9.3,93.0,0.0
01:05:20,4.6790,1.9874,10.1663,2.1697,48.47,43.97,0.0,9.3,93.0,0.0
01:05:30,4.6800,1.9873,10.1922,2.1752,48.59,44.09,0.0,9.3,93.0,0.0
01:05:40,4.6800,1.9873,10.2180,2.1807,48.72,44.20,0.0,9.3,93.0,0.0
01:05:50,4.6800,1.9876,10.2439,2.1863,48.84,44.31,0.0,9.3,93.0,0.0
01:06:00,4.6800,1.9873,10.2697,2.1918,48.96,44.42,0.0,9.3,93.0,0.0
01:06:10,4.6810,1.9874,10.2955,2.1973,49.09,44.53,0.0,9.3,93.0,0.0
01:06:20,4.6810,1.9878,10.3214,2.2028,49.21,44.65,0.0,9.3,93.0,0.0
01:06:30,4.6820,1.9876,10.3472,2.2083,49.33,44.76,0.0,9.31,93.1,0.0
01:06:40,4.6820,1.9877,10.3731,2.2139,49.46,44.87,0.0,9.31,93.1,0.0
01:06:50,4.6820,1.9876,10.3989,2.2194,49.58,44.98,0.0,9.31,93.1,0.0
01:07:00,4.6820,1.9878,10.4248,2.2249,49.70,45.09,0.0,9.31,93.1,0.0
01:07:10,4.6820,1.9875,10.4506,2.2304,49.83,45.20,0.0,9.31,93.1,0.0
01:07:20,4.6820,1.9875,10.4765,2.2359,49.95,45.32,0.0,9.31,93.1,0.0
01:07:30,4.6820,1.9876,10.5023,2.2415,50.07,45.43,0.0,9.31,93.1,0.0
01:07:40,4.6820,1.9876,10.5282,2.2470,50.20,45.54,0.0,9.31,93.1,0.0
01:07:50,4.6820,1.9876,10.5540,2.2525,50.32,45.65,0.0,9.31,93.1,0.0
01:08:00,4.6820,1.9873,10.5799,2.2580,50.44,45.76,0.0,9.3,93.0,0.0
01:08:10,4.6820,1.9875,10.6057,2.2636,50.57,45.88,0.0,9.31,93.1,0.0
01:08:20,4.6830,1.9872,10.6316,2.2691,50.69,45.99,0.0,9.31,93.1,0.0
01:08:30,4.6830,1.9880,10.6574,2.2746,50.81,46.10,0.0,9.31,93.1,0.0
01:08:40,4.6830,1.9879,10.6833,2.2801,50.94,46.21,0.0,9.31,93.1,0.0
01:08:50,4.6840,1.9876,10.7092,2.2856,51.06,46.32,0.0,9.31,93.1,0.0
01:09:00,4.6840,1.9880,10.7350,2.2912,51.18,46.44,0.0,9.31,93.1,0.0
01:09:10,4.6840,1.9879,10.7609,2.2967,51.31,46.55,0.0,9.31,93.1,0.0
01:09:20,4.6840,1.9880,10.7868,2.3022,51.43,46.66,0.0,9.31,93.1,0.0
01:09:30,4.6840,1.9882,10.8126,2.3077,51.55,46.77,0.0,9.31,93.1,0.0
01:09:40,4.6840,1.9882,10.8385,2.3132,51.68,46.88,0.0,9.31,93.1,0.0
01:09:50,4.6830,1.9891,10.8644,2.3188,51.80,47.00,0.0,9.31,93.1,0.0
01:10:00,4.6820,1.9876,10.8902,2.3243,51.92,47.11,0.0,9.31,93.1,0.0
01:10:10,4.6820,1.9884,10.9161,2.3298,52.05,47.22,0.0,9.31,93.1,0.0
01:10:20,4.6820,1.9877,10.9419,2.3353,52.17,47.33,0.0,9.31,93.1,0.0
01:10:30,4.6820,1.9874,10.9678,2.3409,52.29,47.44,0.0,9.31,93.1,0.0
01:10:40,4.6840,1.9875,10.9936,2.3464,52.42,47.55,0.0,9.31,93.1,0.0
01:10:50,4.6850,1.9882,11.0195,2.3519,52.54,47.67,0.0,9.31,93.1,0.0
01:11:00,4.6850,1.9883,11.0454,2.3574,52.66,47.78,0.0,9.32,93.2,0.0
01:11:10,4.6850,1.9879,11.0713,2.3629,52.79,47.89,0.0,9.31,93.1,0.0
01:11:20,4.6850,1.9879,11.0971,2.3685,52.91,48.00,0.0,9.31,93.1,0.0
01:11:30,4.6850,1.9874,11.1230,2.3740,53.03,48.11,0.0,9.31,93.1,0.0
01:11:40,4.6860,1.9880,11.1489,2.3795,53.16,48.23,0.0,9.32,93.2,0.0
01:11:50,4.6860,1.9878,11.1747,2.3850,53.28,48.34,0.0,9.31,93.1,0.0
01:12:00,4.6860,1.9880,11.2006,2.3906,53.40,48.45,0.0,9.32,93.2,0.0
01:12:10,4.6860,1.9874,11.2265,2.3961,53.53,48.56,0.0,9.31,93.1,0.0
01:12:20,4.6870,1.9878,11.2524,2.4016,53.65,48.67,0.0,9.32,93.2,0.0
01:12:30,4.6860,1.9880,11.2782,2.4071,53.77,48.79,0.0,9.32,93.2,0.0
01:12:40,4.6860,1.9877,11.3041,2.4126,53.90,48.90,0.0,9.31,93.1,0.0
01:12:50,4.6850,1.9879,11.3300,2.4182,54.02,49.01,0.0,9.31,93.1,0.0
01:13:00,4.6850,1.9878,11.3559,2.4237,54.14,49.12,0.0,9.31,93.1,0.0
01:13:10,4.6850,1.9881,11.3817,2.4292,54.27,49.23,0.0,9.31,93.1,0.0
01:13:20,4.6850,1.9873,11.4076,2.4347,54.39,49.35,0.0,9.31,93.1,0.0
01:13:30,4.6850,1.9877,11.4335,2.4403,54.51,49.46,0.0,9.31,93.1,0.0
01:13:40,4.6850,1.9884,11.4593,2.4458,54.64,49.57,0.0,9.32,93.2,0.0
01:13:50,4.6840,1.9881,11.4852,2.4513,54.76,49.68,0.0,9.31,93.1,0.0
01:14:00,4.6840,1.9881,11.5111,2.4568,54.88,49.79,0.0,9.31,93.1,0.0
01:14:10,4.6840,1.9882,11.5369,2.4623,55.01,49.91,0.0,9.31,93.1,0.0
01:14:20,4.6850,1.9879,11.5628,2.4679,55.13,50.02,0.0,9.31,93.1,0.0
01:14:30,4.6860,1.9878,11.5887,2.4734,55.25,50.13,0.0,9.31,93.1,0.0
01:14:40,4.6860,1.9872,11.6145,2.4789,55.38,50.24,0.0,9.31,93.1,0.0
01:14:50,4.6860,1.9883,11.6404,2.4844,55.50,50.35,0.0,9.32,93.2,0.0
01:15:00,4.6870,1.9879,11.6663,2.4900,55.62,50.46,0.0,9.32,93.2,0.0
01:15:10,4.6860,1.9878,11.6922,2.4955,55.75,50.58,0.0,9.31,93.1,0.0
01:15:20,4.6860,1.9879,11.7181,2.5010,55.87,50.69,0.0,9.32,93.2,0.0
01:15:30,4.6850,1.9877,11.7439,2.5065,55.99,50.80,0.0,9.31,93.1,0.0
01:15:40,4.6850,1.9878,11.7698,2.5120,56.12,50.91,0.0,9.31,93.1,0.0
01:15:50,4.6850,1.9877,11.7957,2.5176,56.24,51.02,0.0,9.31,93.1,0.0
01:16:00,4.6860,1.9875,11.8215,2.5231,56.36,51.14,0.0,9.31,93.1,0.0
01:16:10,4.6860,1.9876,11.8474,2.5286,56.49,51.25,0.0,9.31,93.1,0.0
01:16:20,4.6860,1.9875,11.8733,2.5341,56.61,51.36,0.0,9.31,93.1,0.0
01:16:30,4.6850,1.9881,11.8992,2.5396,56.73,51.47,0.0,9.31,93.1,0.0
01:16:40,4.6850,1.9872,11.9250,2.5452,56.86,51.58,0.0,9.31,93.1,0.0
01:16:50,4.6850,1.9872,11.9509,2.5507,56.98,51.70,0.0,9.31,93.1,0.0
01:17:00,4.6840,1.9890,11.9768,2.5562,57.10,51.81,0.0,9.32,93.2,0.0
01:17:10,4.6840,1.9874,12.0026,2.5617,57.23,51.92,0.0,9.31,93.1,0.0
01:17:20,4.6840,1.9875,12.0285,2.5673,57.35,52.03,0.0,9.31,93.1,0.0
01:17:30,4.6840,1.9878,12.0543,2.5728,57.47,52.14,0.0,9.31,93.1,0.0
01:17:40,4.6830,1.9878,12.0802,2.5783,57.60,52.26,0.0,9.31,93.1,0.0
01:17:50,4.6820,1.9872,12.1060,2.5838,57.72,52.37,0.0,9.3,93.0,0.0
01:18:00,4.6820,1.9878,12.1319,2.5893,57.84,52.48,0.0,9.31,93.1,0.0
01:18:10,4.6820,1.9867,12.1577,2.5949,57.97,52.59,0.0,9.3,93.0,0.0
01:18:20,4.6820,1.9874,12.1836,2.6004,58.09,52.70,0.0,9.31,93.1,0.0
01:18:30,4.6820,1.9877,12.2094,2.6059,58.21,52.81,0.0,9.31,93.1,0.0
01:18:40,4.6820,1.9878,12.2353,2.6114,58.34,52.93,0.0,9.31,93.1,0.0
01:18:50,4.6820,1.9874,12.2611,2.6169,58.46,53.04,0.0,9.31,93.1,0.0
01:19:00,4.6820,1.9870,12.2870,2.6225,58.58,53.15,0.0,9.3,93.0,0.0
01:19:10,4.6820,1.9875,12.3128,2.6280,58.71,53.26,0.0,9.31,93.1,0.0
01:19:20,4.6820,1.9878,12.3387,2.6335,58.83,53.37,0.0,9.31,93.1,0.0
01:19:30,4.6830,1.9877,12.3645,2.6390,58.95,53.49,0.0,9.31,93.1,0.0
01:19:40,4.6830,1.9871,12.3904,2.6445,59.08,53.60,0.0,9.31,93.1,0.0
01:19:50,4.6830,1.9879,12.4162,2.6501,59.20,53.71,0.0,9.31,93.1,0.0
01:20:00,4.6830,1.9887,12.4421,2.6556,59.32,53.82,0.0,9.31,93.1,0.0
01:20:10,4.6830,1.9878,12.4680,2.6611,59.45,53.93,0.0,9.31,93.1,0.0
01:20:20,4.6830,1.9881,12.4938,2.6666,59.57,54.05,0.0,9.31,93.1,0.0
01:20:30,4.6830,1.9879,12.5197,2.6722,59.69,54.16,0.0,9.31,93.1,0.0
01:20:40,4.6820,1.9878,12.5455,2.6777,59.82,54.27,0.0,9.31,93.1,0.0
01:20:50,4.6830,1.9877,12.5714,2.6832,59.94,54.38,0.0,9.31,93.1,0.0
01:21:00,4.6840,1.9877,12.5973,2.6887,60.06,54.49,0.0,9.31,93.1,0.0
01:21:10,4.6850,1.9878,12.6231,2.6942,60.18,54.61,0.0,9.31,93.1,0.0
01:21:20,4.6850,1.9875,12.6490,2.6998,60.31,54.72,0.0,9.31,93.1,0.0
01:21:30,4.6850,1.9872,12.6748,2.7053,60.43,54.83,0.0,9.31,93.1,0.0
01:21:40,4.6850,1.9882,12.7007,2.7108,60.55,54.94,0.0,9.31,93.1,0.0
01:21:50,4.6850,1.9876,12.7266,2.7163,60.68,55.05,0.0,9.31,93.1,0.0
01:22:00,4.6850,1.9876,12.7525,2.7218,60.80,55.16,0.0,9.31,93.1,0.0
01:22:10,4.6840,1.9878,12.7783,2.7274,60.92,55.28,0.0,9.31,93.1,0.0
01:22:20,4.6830,1.9878,12.8042,2.7329,61.05,55.39,0.0,9.31,93.1,0.0
01:22:30,4.6830,1.9878,12.8300,2.7384,61.17,55.50,0.0,9.31,93.1,0.0
01:22:40,4.6830,1.9880,12.8559,2.7439,61.29,55.61,0.0,9.31,93.1,0.0
01:22:50,4.6830,1.9877,12.8818,2.7495,61.42,55.72,0.0,9.31,93.1,0.0
01:23:00,4.6830,1.9875,12.9076,2.7550,61.54,55.84,0.0,9.31,93.1,0.0
01:23:10,4.6830,1.9875,12.9335,2.7605,61.66,55.95,0.0,9.31,93.1,0.0
01:23:20,4.6830,1.9885,12.9593,2.7660,61.79,56.06,0.0,9.31,93.1,0.0
01:23:30,4.6820,1.9879,12.9852,2.7715,61.91,56.17,0.0,9.31,93.1,0.0
01:23:40,4.6810,1.9884,13.0110,2.7771,62.03,56.28,0.0,9.31,93.1,0.0
01:23:50,4.6820,1.9880,13.0369,2.7826,62.16,56.40,0.0,9.31,93.1,0.0
01:24:00,4.6810,1.9875,13.0627,2.7881,62.28,56.51,0.0,9.3,93.0,0.0
01:24:10,4.6800,1.9878,13.0886,2.7936,62.40,56.62,0.0,9.3,93.0,0.0
01:24:20,4.6800,1.9885,13.1144,2.7992,62.53,56.73,0.0,9.31,93.1,0.0
01:24:30,4.6790,1.9875,13.1403,2.8047,62.65,56.84,0.0,9.3,93.0,0.0
01:24:40,4.6800,1.9873,13.1661,2.8102,62.77,56.96,0.0,9.3,93.0,0.0
01:24:50,4.6810,1.9876,13.1919,2.8157,62.90,57.07,0.0,9.3,93.0,0.0
01:25:00,4.6800,1.9874,13.2178,2.8212,63.02,57.18,0.0,9.3,93.0,0.0
01:25:10,4.6800,1.9874,13.2436,2.8268,63.14,57.29,0.0,9.3,93.0,0.0
01:25:20,4.6790,1.9877,13.2694,2.8323,63.27,57.40,0.0,9.3,93.0,0.0
01:25:30,4.6790,1.9878,13.2953,2.8378,63.39,57.51,0.0,9.3,93.0,0.0
01:25:40,4.6780,1.9877,13.3211,2.8433,63.51,57.63,0.0,9.3,93.0,0.0
